Netherlands
Conversation ID,Entry ID,Actor,Original Text,Translated Text [Netherlands],Original Menu,Translated Menu [Netherlands],Description
34,14,Robot,"No, I think you made a mistake in interpreting the results.","Nee, ik denk dat je een fout hebt gemaakt bij het interpreteren van de resultaten.",,,
34,15,Robot,"You're right, this haemoglobin level is well below the average whereas it was announced as higher in the initial test.","Je hebt gelijk, dit hemoglobinegehalte ligt ver onder het gemiddelde terwijl het in de eerste test als hoger werd aangekondigd.",,,
34,16,Robot,Go back to the codex and make sure that you have clicked on the right value to analyse or that you have identified the right problem.,Ga terug naar de codex en zorg ervoor dat je de juiste waarde hebt aangeklikt om te analyseren of dat je het juiste probleem hebt geïdentificeerd.,,,
34,17,Robot,So Bernie Russo's analysis has been falsified! What a lack of ethics!,Dus Bernie Russo's analyse is vervalst! Wat een gebrek aan ethiek!,,,
34,18,Robot,"We need to notify the government of our discovery, but first we need to archive the blood sample and store the control  sample.","We moeten de overheid op de hoogte brengen van onze ontdekking, maar eerst moeten we het bloedmonster archiveren en het controlemonster opslaan.",,,
35,0,Robot,,,,,
35,8,Robot,"Okay, you can put the patient and control sample away into the cabinet or fridge.","Oké, je kunt het bloed en het controlemonster opbergen in de koelkasten.",,,
35,9,Robot,Great work!,Goed werk!,,,
35,10,Robot,Let's go to the offices to inform the government of the results of the analysis.,Laten we naar de kantoren gaan om de regering te informeren over de resultaten van de analyse.,,,
36,0,Robot,,,,,
36,1,Robot,"Good job, you just solved your first case! Get some rest, you've earned it!","Goed werk, je hebt net je eerste zaak opgelost! Neem wat rust, je hebt het verdiend!",,,
36,2,Robot,Click on the monitor to send the report to the government.,Klik op de monitor om het rapport naar de overheid te sturen.,,,
36,10,Robot,"Before we finish, I have one more question for you.","Voordat we eindigen, heb ik nog een vraag voor je.",,,
36,11,Robot,Don't forget to put back your PPE in the locker !,Vergeet niet je PBM's terug in de kast te stoppen!,,,
37,0,Robot,,,,,
37,4,Player,I should call Lilou before I go to sleep,Ik moet Lilou bellen voordat ik ga slapen,,,
37,5,Player,Let's see the news of the day on TV,Laten we het nieuws van de dag op TV bekijken,,,
37,6,Player,Sleep,Slapen,,,
37,7,Player,I need to put back my PPE in the locker before sleeping.,Ik moet mijn PBM's terugleggen in de kast voordat ik ga slapen.,,,
38,0,Robot,,,,,
38,8,TV,News of the day:,Nieuws van de dag:,,,
38,9,TV,"FC Mars, recently bought by Qatari investors, announces its ambition to win the Champions Galatic League.","FC Mars, onlangs gekocht door Qatarese investeerders, kondigt zijn ambitie aan om de Champions Galactic League te winnen",,,
38,10,TV,"To achieve this, they have announced the transfer of great players and the first name mentioned is that of the multiple golden ball winner, Aureliano Foguinho.","Om dit te bereiken hebben ze de transfer van grote spelers aangekondigd en de eerste naam die genoemd wordt is die van de meervoudige gouden bal winnaar, Aureliano Foguinho.",,,
39,0,Robot,,,,,
39,11,Player,"Hi little sister, how was your day? I solved my first survey today, I hope to continue like this and get our accesses to Mars soon.","Hoi zusje, hoe was je dag? Ik heb vandaag mijn eerste onderzoek opgelost, ik hoop zo door te gaan en snel toegang te krijgen tot Mars.",,,
39,12,Lilou,[Unintelligible noises].,[onverstaanbare geluiden].,,,
39,13,Lilou,[Unintelligible noises].,[onverstaanbare geluiden].,,,
39,14,Player,You didn't have too many asthma attacks today?,Heb je vandaag niet te veel astma-aanvallen gehad?,,,
39,15,Player,"Okay, I hope you feel better tomorrow. I'll leave you, have a good rest and say hello to your auntie!","Oké, ik hoop dat je je morgen beter voelt. Ik laat je nu alleen, rust goed uit en doe je tante de groeten.",,,
40,0,Tutorial,,,,,
40,1,Tutorial,Welcome to the lab !,Welkom in het lab !,,,
40,2,Tutorial,"To move the camera, hold down the left mouse button and drag your mouse.","Om de camera te verplaatsen, houd de linker muisknop ingedrukt en sleep met de muis.",,,
40,3,Tutorial,"To rotate the view, hold down the right mouse button and drag your mouse.","Om het beeld te draaien, houd de rechter muisknop ingedrukt en sleep met de muis.",,,
40,4,Tutorial,"To move your player, click on the ground where you want to move them to.","Om je speler te verplaatsen, klik op de grond waar je hem naartoe wilt verplaatsen.",,,
40,5,Tutorial,"To interact with objects that have a red outline, click on them with the left mouse button.","Voor interactie met objecten met een rode omlijning, klik erop met de linker muisknop.",,,
40,6,Tutorial,"For some objects, left clicking will zoom in to orbit mode.",Voor sommige objecten kun je links klikken om in te zoomen in de orbit modus.,,,
40,7,Tutorial,You can then hold the left mouse button to rotate around it.,Je kunt dan de linkermuisknop ingedrukt houden om er omheen te draaien.,,,
40,8,Tutorial,"To zoom back out, use the right mouse button.",Om weer uit te zoomen gebruik je de rechter muisknop.,,,
40,9,Tutorial,"To zoom the view in or out, use the mouse wheel.",Om in of uit te zoomen gebruik je het muiswiel.,,,
41,0,Player,,,,,
41,1,Henchmen,We will make you an offer you cannot refuse! Falsify analyses for us and you will soon become very rich!,We zullen je een aanbieding doen die je niet kan weigeren! Vervals analyses voor ons en je wordt binnenkort erg rijk!,,,
41,2,Robot,"Stop it, you can't do that! Ahhh!!! Ahhh!!! Ahhh!  ","Stop het, dat kan je niet maken! Ahhh !!! Ahhh !!! Ahhh!",,,
41,3,Player,No way!,Echt niet!,,,
41,4,Robot,"We have to stop it, they are breaking everything!","We moeten ze stoppen, ze maken alles kapot!",,,
41,5,Robot,They are Edith Balmont's henchmen! They have discovered the existence of the laboratory!,Ze zijn de handlangers van Edith Balmont! Ze hebben het bestaan ​​van het laboratorium ontdekt!,,,
41,6,Henchmen,You name it... We will destroy all automatons in this lab if you don’t cooperate with us.,Het is jouw keuze ... We zullen alle automaten in dit lab vernietigen als je niet met ons samenwerkt.,,,
41,7,Robot,Nooooo!,NEEEEE!,,,
41,8,Player,"Get over it, it's okay. These two men will not stop us from accomplishing our mission.   ","Treur niet, het is oké. Deze twee mannen zullen ons niet tegenhouden onze missie te bereiken.",,,
41,9,Robot,"Sniff, sniff... You are right, we are stronger than that. We have just received an urgent e-mail from the government for a new analysis.","Snik, snik ... je hebt gelijk, we zijn sterker dan dat. We hebben zojuist een urgente e-mail van de overheid ontvangen voor een nieuwe analyse.",,,
41,10,Robot,"It's a special request, it's about the sample of the famous footballer Aureliano Foguinho.","Het is een speciaal verzoek, het gaat over een sample van de beroemde voetballer Aureliano Foguinho.",,,
41,11,Robot,It's the last day of the mercato and it is absolutely necessary to provide an analysis of his blood to prove that everything is normal and validate his transfer.,"Het is de laatste dag van de Mercato en het is absoluut noodzakelijk om een ​​analyse van zijn bloed te geven om te bewijzen dat alles normaal is, zodat zijn transfer rond is",,,
41,12,Robot,"All the laboratories are overwhelmed, which is why the government has turned to us...","Alle laboratoria zijn overbelast, daarom heeft de regering zich tot ons gewend ...",,,
41,13,Robot,But how can we do this without an automaton ?,Maar hoe kunnen we dit doen zonder een automaat?,,,
41,14,Player,"Don't panic, we'll play it old school. Is there a microscope in this laboratory?  ","Raak niet in paniek, we doen het op de ouderwetse manier. Is er een microscoop in dit laboratorium?",,,
41,15,Robot,"Yes, great idea! But first you need to get your PPE and go to the reception room to take the sample.","Ja, geweldig idee! Maar eerst moet je je PPE aantrekken en naar de ontvangstruimte gaan om het monster te nemen.",,,
41,16,Robot,Come help !,Kom helpen!,,,
41,17,Robot,,,,,
42,0,Player,,,,,
42,1,Robot,"Here, take the sample on the counter","Hier, pak het monster op de balie!",,,
42,2,Robot,Scan the barcode! It's not every day that the blood of a personality like Aureliano Foguinho is analysed.,Scan de barcode! Het komt niet vaak voor dat het bloed van een persoonlijkheid zoals Aureliano Foguinho wordt geanalyseerd.,,,
42,3,Robot,"CBC Analysis, great, let's head to the lab.","CBC -analyse, geweldig, laten we naar het lab gaan.",,,
43,0,Player,,,,,
43,1,Robot,"Before starting the microscopic analysis, you must prepare the blood smear.","Voordat je de microscopische analyse start, moet je het bloeduitstrijkje voorbereiden.",,,
43,2,Robot,The first step is to put a drop of blood on the glass slide using the pipette tool.,De eerste stap is om een ​​druppel bloed op het objectglaasje te plaatsen met behulp van een pipet.,,,
43,3,Robot,Drag the blood sample from your inventory to the pipette tool to do so.,Sleep het bloedmonster van je inventaris naar de pipet om dit te doen.,,,
43,4,Robot,Press the start button to begin smearing the blood on the slide.,Druk op de startknop om het bloed over het objectglaasje uit te smeren.,,,
43,5,Robot,Now drag the glass slide onto the slide support in the staining machine.,Sleep nu het objectglaasje naar de houder in de kleurmachine.,,,
43,6,Robot,And start the staining process on the stainbox screen.,En start het kleurproces op het Stainbox -scherm.,,,
43,7,Robot,"Great, now the glass slide is ready to be analysed with the microscope.","Geweldig, nu is de glaasje klaar om te worden geanalyseerd met de microscoop.",,,
43,8,Robot,Pick it up and drag it on the microscope.,Pak het op en sleep het naar de microscoop.,,,
43,9,Robot,Now look at the screen and try to determine if the blood cells are normal or if there's something wrong using the poster on the left.,Kijk nu naar het scherm en probeer te bepalen of de bloedcellen normaal zijn of dat er iets mis is met behulp van de poster aan de linkerkant.,,,
43,10,Robot,Are you sure ? I don't see anything wrong on the microscope screen.,Weet je het zeker ? Ik zie niets verkeerds op het microscoopscherm.,,,
43,11,Robot,"Well done, good job! You know the next step. You have to archive the EDTA sample.","Goed gedaan, goed gedaan! Je kent de volgende stap. Je moet het EDTA -monster archiveren.",,,
44,0,Player,,,,,
44,2,Player,"Don't forget to dress up, it's mandatory in the lab!","Vergeet niet om beschermende kleding aan te trekken, het is verplicht in het lab!",,,
45,0,Player,,,,,
45,1,Robot,Put the blood sample in the cold storage.,Zet het bloedmonster in de koelkast.,,,
45,2,Robot,Put the blood smear in the smear box here.,Zet het bloeduitstrijkje hier in de uitstrijkbox.,,,
45,3,Robot,Excellent work! Let's go to the offices to inform the government of the results of the analysis.,Goed werk! Laten we naar de kantoren gaan om de regering te informeren over de resultaten van de analyse.,,,
46,0,Player,,,,,
46,2,Robot,"There you go, one good thing done.","Zo, dat heb je goed gedaan!",,,
46,3,Robot,"You can see that the old ways  can come in handy in a crisis. That's it for today, I think we've had our share of excitement.","Je kunt zien dat de ouderwetse manieren van pas kunnen komen in een crisis. Dat is het voor vandaag, ik denk dat we genoeg spanning gehad hebben vandaag!",,,
46,4,Robot,Have a good rest and see you tomorrow!,"Rust goed uit, en tot morgenvroeg!",,,
46,7,Robot,Don't forget to put back your PPE in the locker !,Vergeet niet je PBM's terug in de kast te stoppen!,,,
47,0,Player,,,,,
47,7,Player,I should call Lilou before I go to sleep,Ik zou Lilou moeten bellen voordat ik ga slapen,,,
47,8,Player,Let's see the news of the day on TV,Laten we het nieuws van de dag op tv bekijken,,,
47,9,Player,Sleep,Slaap,,,
47,10,Player,I need to put back my PPE in the locker before sleeping.,Ik moet mijn PBM's terugleggen in de kast voordat ik ga slapen.,,,
48,0,Player,,,,,
48,11,TV,News of the day:,Nieuws van de dag:,,,
48,12,TV,"Aureliano, where are you? The football artist has still not taken his place in the ship, while all the humans living on Mars are waiting for him.","Aureliano, waar ben je? De voetbalkunstenaar heeft nog steeds zijn plaats in het schip niet ingenomen, terwijl alle mensen die op Mars wonen op hem wachten.",,,
48,13,TV,"Some say it's a problem with his salary, others say it's a problem with his medical examination...","Sommigen zeggen dat het een probleem is met zijn salaris, anderen zeggen dat het een probleem is met zijn medisch onderzoek ...",,,
48,14,TV,The Qatari buyers of FC Mars have said they are worried and hope that the transfer will be validated before the end of the mercato.,De Qatarese kopers van FC Mars hebben gezegd dat ze zich zorgen maken en hopen dat de overdracht zal worden gevalideerd vóór het einde van de Mercato.,,,
48,15,TV,"Oh, breaking news, I've just been told that the player's medical tests have been validated.","Oh, belangrijk nieuws! Mij is zojuist verteld dat de medische tests van de speler zijn gevalideerd.",,,
48,16,TV,He has just signed his contract and will therefore be a player of FC Mars next season.,Hij heeft net zijn contract getekend en zal daarom volgend seizoen een speler van FC Mars zijn.,,,
49,0,Player,,,,,
49,16,Player,"Hello auntie, how are you?   ","Hallo tante, hoe gaat het?",,,
49,17,Lilou,[Unintelligible noises].,[Onbetuigbare geluiden].,,,
49,19,Player,"You're right, we shouldn't wake her up. I'll call again tomorrow...  ","Je hebt gelijk, we moeten haar niet wakker maken. Ik bel morgen opnieuw ...",,,
50,0,Quizz,,,,,
51,0,Quizz,,,,,
51,1,Robot,"Hey wake up, I have good news, the automaton is fixed!","Hé wakker worden, ik heb goed nieuws, de automaat is gemaakt!",,,
51,2,Robot,I had to work all night but it was important because today we have an important analysis.,"Ik moest de hele nacht werken, maar het was belangrijk omdat we vandaag een belangrijke analyse hebben.",,,
51,3,Player,Grmphff...,Grmphff ...,,,
51,4,Robot,The government has just sent me a message.,De regering heeft me net een bericht gestuurd.,,,
51,5,Robot,"We are to carry out a thorough analysis of the samples of Julia Balmont, the eldest daughter of Edith Balmont, the suspected godmother of the local mob.","We moeten een grondige analyse uitvoeren van de monsters van Julia Balmont, de oudste dochter van Edith Balmont, de vermoedelijke baas van de plaatselijke mafia.",,,
51,6,Robot,"If we can prove that the first analysis was falsified, the secret service promises us a place in the laboratory of the spacecraft that shuttles between Mars and Earth!","Als we kunnen bewijzen dat de eerste analyse is vervalst, belooft de geheime dienst ons een plaats in het laboratorium van het ruimtevaartuig dat pendelt tussen Mars en de aarde!",,,
51,7,Player,"Wow, let me get ready and I'll meet you in the reception room! Today we're going to save Lilou!","Wauw, ik ontmoet je in de receptieruimte, zodra ik me heb klaargemaakt! Vandaag gaan we Lilou redden!",,,
51,8,Robot,"Okay, see you soon!",Oke ik zie je snel!,,,
52,0,Robot,,,,,
52,1,Robot,Scan the blood sample barcode!,Scan de bloedmonster Barcode!,,,
52,2,Robot,"Here, take the blood sample on the counter.",Neem hier het bloedmonster op de balie.,,,
52,3,Robot,This is Julia Balmont's blood sample. She has apparently applied for a job as an astronaut to carry out missions on Mars.,Dit is het bloedmonster van Julia Balmont. Ze heeft blijkbaar een baan als astronaut aangevraagd om missies op Mars uit te voeren.,,,
52,4,Robot,The tests for astronauts are more complicated.,De tests voor astronauten zijn ingewikkelder.,,,
52,5,Robot,You have to do both a blood test via the automaton and a urine test via the multistix.,U moet zowel een bloedtest uitvoeren via de automaat als een urinetest via de multistix.,,,
52,6,Player,Why might the sample be falsified?,Waarom kan het monster vervalst zijn?,,,
52,7,Robot,"As I told you, she is Edith Balmont's daughter.","Zoals ik je vertelde, is ze de dochter van Edith Balmont.",,,
52,8,Robot,"If she gets this job, the decree ""Regroupement Familial Mars 2042"" will allow her to take her family to Mars.","Als ze deze baan krijgt, zal het decreet ""hergroeperingsfamiliale Mars 2042"" haar in staat stellen haar familie naar Mars te brengen.",,,
52,9,Robot,"Her brother, Junior, but above all to guarantee a place for her mother Edith!","Haar broer, junior, maar vooral om een ​​plek te garanderen voor haar moeder Edith!",,,
52,10,Robot,Grab the urine sample from the counter and follow me into the laboratory to start the analysis.,Pak het urinemonster van de balie en volg mij naar het laboratorium om de analyse te starten.,,,
53,0,Robot,,,,,
53,11,Robot,"We will start with the CBC analysis. While waiting for the results, we will perform the urine test with the multistix.","We beginnen met de CBC -analyse. Terwijl we wachten op de resultaten, zullen we de urinetest met de multistix uitvoeren.",,,
53,12,Robot,"If you don't know how to do this, you can use the preparation manual!","Als je niet weet hoe je dit moet doen, kunt je de voorbereidingshandleiding gebruiken!",,,
53,13,Robot,Right click on the tube in your inventory to perform the required action.,Klik met de rechtermuisknop op de buis in je inventaris om de vereiste actie uit te voeren.,,,
53,14,Robot,Well done! Now let's move on to the analysis of the automaton.,Goed gedaan! Laten we nu verder gaan met de analyse van de automaat.,,,
53,15,Robot,"Careful, you'll ruin the sample! We must not make mistakes! ","Voorzichtig, je zult het monster verpesten! We moeten geen fouten maken!",,,
53,16,Robot,You need to mix the sample very gently so the blood is homogenous inside the sample.,"Je moet het monster heel zachtjes mengen, zodat het bloed in het monster homogeen is.",,,
53,18,Robot,Don't forget to check the reagent levels.,Vergeet niet het reagensniveau te controleren.,,,
53,21,Robot,"Before starting the analysis in the automaton, the tube must be prepared.","Voordat de analyse in de automaat begint, moet de buis worden voorbereid.",,,
53,22,Robot,Here is the control tube.,Hier is de controlebuis.,,,
53,23,Robot,"The results will take a little while to arrive, i have not been able to repair all the components of the automaton and it is still a little slow.","Het zal een tijdje duren eer de resultaten er zijn, ik heb niet alle componenten van de automaat kunnen repareren en het is nog steeds een beetje traag.",,,
53,24,Robot,"It doesn't matter, in the meantime, we're going to do the urine test with the multistix.","Het maakt niet uit, in de tussentijd gaan we de urinetest doen met de multistix.",,,
53,26,Robot,Start by dragging the jar from your inventory to the table.,Begin met het slepen van de pot van je inventaris naar de tabel.,,,
53,27,Robot,"In this process, you need to dip the strip in the sample. The different squares will react and start changing color.",In dit proces moet u de strook in het monster dopen. De verschillende vierkanten zullen reageren en van kleur veranderen.,,,
53,28,Robot,Now take a multistix strip from the container and drag it on the urine container.,Neem nu een multistix -strip uit de container en sleep deze in de urinecontainer.,,,
53,29,Robot,We will then make our analysis by comparing the new strip colors to the color key sheet.,We zullen vervolgens onze analyse maken door de nieuwe stripkleuren te vergelijken met het kleursleutelblad.,,,
53,30,Player,"You didn't select all the correct answers, look closer ! All rows should have a match with the corresponding strip color.","Je hebt niet alle juiste antwoorden geselecteerd, kijk beter! Alle rijen moeten een match hebben met de bijbehorende stripkleur.",,,
53,31,Robot,"Excellent Job ! According to your findings, the green color in the bottom row clearly show that Julia Balmont has a glucosis problem.",Goed gedaan ! Volgens uw bevindingen laat de groene kleur in de onderste rij duidelijk zien dat Julia Balmont een glucoseprobleem heeft.,,,
53,32,Robot,These results lead me to suspect that the patient may have diabetes. She cannot be an astronaut with values like these.,Deze resultaten doen me vermoeden dat de patiënt diabetes kan hebben. Ze kan geen astronaut zijn met dergelijke waarden.,,,
53,33,Robot,"Let's take a look at the results on the automaton now, it should be finished.","Laten we nu eens kijken naar de resultaten op de automaat, deze moet inmiddels klaar zijn.",,,
53,34,Robot,"You are right, these values are abnormal.","Je hebt gelijk, deze waarden zijn abnormaal.",,,
53,35,Player,"No, I think you made a mistake in interpreting the results. Go back to the codex and make sure that you have identified the right issue in the multistix category.","Nee, ik denk dat je een fout hebt gemaakt bij het interpreteren van de resultaten. Ga terug naar de Codex en zorg ervoor dat u het juiste probleem in de categorie Multistix hebt geïdentificeerd.",,,
53,36,Robot,We can suspect three potential causes for these high values for Julia Balmont's analysis.,We vermoeden drie potentiële oorzaken voor deze hoge waarden voor de analyse van Julia Balmont.,,,
53,37,Robot,"One, she is taking EPO, this can be considered as a form of doping, potentially dangerous for her health.","Ten eerste neemt ze EPO, dit kan worden beschouwd als een vorm van doping, mogelijk gevaarlijk voor haar gezondheid.",,,
53,38,Robot,"Two, Julia Balmont's sample is in fact that of a man, which would directly reveal a falsification of the results.","Twee, het monster van Julia Balmont is in feite die van een man, die rechtstreeks een vervalsing van de resultaten zou onthullen.",,,
53,39,Robot,"Three, Julia Balmont is suffering from a severe disease.","Drie, Julia Balmont lijdt aan een ernstige ziekte.",,,
53,40,Robot,"In all three cases, the access to the shuttle would be refused for Julia. I therefore suggest a temporary ban and a more thorough investigation because the suspicion of fraud remains very present.",In alle drie gevallen zou de toegang tot de shuttle worden geweigerd voor Julia. Ik stel daarom een tijdelijk verbod voor en een grondiger onderzoek omdat het vermoeden van fraude zeer aanwezig blijft.,,,
53,41,Robot,"Yoo-hoo, we have proof that his test is falsified! Store the sample before you tell the government. Mars, here we come !","Yoo-hoo, we hebben het bewijs dat zijn test vervalst is! Bewaar het monster voordat je het de regering vertelt. Mars, hier komen we!",,,
53,42,Robot,"And now select the colors from the color key sheet that are closest to the right strip, then validate.",En selecteer nu de kleuren uit het kleursleutelblad die zich het dichtst bij de juiste strip bevindt en valideer vervolgens.,,,
54,0,Robot,,,,,
54,4,Robot,Put the blood sample in the cold storage.,Zet het bloedmonster in de koelkast.,,,
54,5,Robot,Put the urine sample in the same storage.,Zet het urinemonster in dezelfde opslag.,,,
54,6,Robot,Excellent work! Let's go to the offices to inform the government of the results of the analysis.,Goed werk! Laten we naar de kantoren gaan om de regering te informeren over de resultaten van de analyse.,,,
54,7,Robot,Put the control sample in the correct fridge.,Plaats het bedieningsmonster in de juiste koelkast.,,,
55,0,Robot,,,,,
